Key,Summary,Issue Type,Priority,Status,Story Points,Component,Labels,Assignee,Reporter,Description,Steps,Expected Result,Test Type,Test Data
TC-50,Verify User Profile - Scroll Date of Birth is optional with browser back button,Test Case,High,To Do,4,Web App,"User Profile,Usability,Regression",QA Team,QA Team,"Verify User Profile - Scroll Date of Birth is optional with browser back button

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Scroll Date of Birth field
3. Clear Date of Birth with test data
4. Click Login button
5. Verify is optional

**Expected Result:** Date of Birth is optional","1. Navigate to app.vwo.com
2. Scroll Date of Birth field
3. Clear Date of Birth with test data
4. Click Login button
5. Verify is optional",Date of Birth is optional,Usability,Invalid
TC-51,Verify Chrome - Hover Username is displayed with browser close,Test Case,Medium,To Do,2,Web App,"Chrome,Regression,Regression",Automation Team,QA Team,"Verify Chrome - Hover Username is displayed with browser close

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Hover Username field
3. Clear Username with test data
4. Click Submit button
5. Verify is displayed

**Expected Result:** Data is saved successfully","1. Navigate to app.vwo.com
2. Hover Username field
3. Clear Username with test data
4. Click Submit button
5. Verify is displayed",Data is saved successfully,Regression,Valid
TC-52,Verify Navigation - Close State is not selected with multiple tabs,Test Case,Low,To Do,2,Web App,"Navigation,Security,Regression",QA Team,QA Team,"Verify Navigation - Close State is not selected with multiple tabs

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Close State field
3. Clear State with test data
4. Submit Next button
5. Verify is not selected

**Expected Result:** Error message 'Session expired' is displayed","1. Navigate to app.vwo.com
2. Close State field
3. Clear State with test data
4. Submit Next button
5. Verify is not selected",Error message 'Session expired' is displayed,Security,Invalid
TC-53,Verify Firefox - Scroll State is within range with trailing spaces,Test Case,Low,To Do,3,Web App,"Firefox,Functional,Regression",Unassigned,QA Team,"Verify Firefox - Scroll State is within range with trailing spaces

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Scroll State field
3. Clear State with test data
4. Click Submit button
5. Verify is within range

**Expected Result:** Data is saved successfully","1. Navigate to app.vwo.com
2. Scroll State field
3. Clear State with test data
4. Click Submit button
5. Verify is within range",Data is saved successfully,Functional,Boundary
TC-54,Verify Loading States - Clear OTP is less than with special characters,Test Case,High,To Do,2,Web App,"Loading States,Boundary,Regression",Automation Team,QA Team,"Verify Loading States - Clear OTP is less than with special characters

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Clear OTP field
3. Leave OTP with test data
4. Select Register button
5. Verify is less than

**Expected Result:** Validation error is shown","1. Navigate to app.vwo.com
2. Clear OTP field
3. Leave OTP with test data
4. Select Register button
5. Verify is less than",Validation error is shown,Boundary,Invalid
TC-55,Verify Screen Reader - Upload Company Name is less than with expired session,Test Case,Low,To Do,7,Web App,"Screen Reader,Security,Regression",Unassigned,QA Team,"Verify Screen Reader - Upload Company Name is less than with expired session

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Upload Company Name field
3. Leave Company Name with test data
4. Click Register button
5. Verify is less than

**Expected Result:** Company Name is less than","1. Navigate to app.vwo.com
2. Upload Company Name field
3. Leave Company Name with test data
4. Click Register button
5. Verify is less than",Company Name is less than,Security,Valid
TC-56,Verify Firefox - Navigate Confirm Password is checked with slow connection,Test Case,Low,To Do,2,Web App,"Firefox,Decision Table,Regression",Unassigned,QA Team,"Verify Firefox - Navigate Confirm Password is checked with slow connection

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Navigate Confirm Password field
3. Leave Confirm Password with test data
4. Select Save button
5. Verify is checked

**Expected Result:** Success message is displayed","1. Navigate to app.vwo.com
2. Navigate Confirm Password field
3. Leave Confirm Password with test data
4. Select Save button
5. Verify is checked",Success message is displayed,Decision Table,Invalid
TC-57,Verify Page Load Time - Upload Confirm Password is valid with browser close,Test Case,Medium,To Do,4,Web App,"Page Load Time,Decision Table,Regression",Automation Team,QA Team,"Verify Page Load Time - Upload Confirm Password is valid with browser close

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Upload Confirm Password field
3. Fill in Confirm Password with test data
4. Select Cancel button
5. Verify is valid

**Expected Result:** Validation error is shown","1. Navigate to app.vwo.com
2. Upload Confirm Password field
3. Fill in Confirm Password with test data
4. Select Cancel button
5. Verify is valid",Validation error is shown,Decision Table,Null
TC-58,Verify AJAX Calls - Clear Last Name is required with browser back button,Test Case,High,To Do,8,Web App,"AJAX Calls,Functional,Regression",QA Team,QA Team,"Verify AJAX Calls - Clear Last Name is required with browser back button

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Clear Last Name field
3. Clear Last Name with test data
4. Click Submit button
5. Verify is required

**Expected Result:** User is redirected to dashboard","1. Navigate to app.vwo.com
2. Clear Last Name field
3. Clear Last Name with test data
4. Click Submit button
5. Verify is required",User is redirected to dashboard,Functional,Boundary
TC-59,Verify Desktop View - Close Phone Number contains with special characters,Test Case,High,To Do,3,Web App,"Desktop View,Use Case,Regression",Unassigned,QA Team,"Verify Desktop View - Close Phone Number contains with special characters

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Close Phone Number field
3. Fill in Phone Number with test data
4. Select Register button
5. Verify contains

**Expected Result:** Phone Number contains","1. Navigate to app.vwo.com
2. Close Phone Number field
3. Fill in Phone Number with test data
4. Select Register button
5. Verify contains",Phone Number contains,Use Case,Invalid
TC-60,Verify Page Load Time - Navigate First Name is selected with browser back button,Test Case,High,To Do,5,Web App,"Page Load Time,Boundary,Regression",Unassigned,QA Team,"Verify Page Load Time - Navigate First Name is selected with browser back button

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Navigate First Name field
3. Fill in First Name with test data
4. Select Submit button
5. Verify is selected

**Expected Result:** Data is saved successfully","1. Navigate to app.vwo.com
2. Navigate First Name field
3. Fill in First Name with test data
4. Select Submit button
5. Verify is selected",Data is saved successfully,Boundary,Invalid
TC-61,Verify Error Messages - Verify Dropdown is unchecked with browser close,Test Case,High,To Do,5,Web App,"Error Messages,Usability,Regression",QA Team,QA Team,"Verify Error Messages - Verify Dropdown is unchecked with browser close

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Verify Dropdown field
3. Clear Dropdown with test data
4. Submit Login button
5. Verify is unchecked

**Expected Result:** Data is saved successfully","1. Navigate to app.vwo.com
2. Verify Dropdown field
3. Clear Dropdown with test data
4. Submit Login button
5. Verify is unchecked",Data is saved successfully,Usability,Null
TC-62,Verify Firefox - Minimize Company Name is displayed with empty data,Test Case,High,To Do,2,Web App,"Firefox,Negative,Regression",Unassigned,QA Team,"Verify Firefox - Minimize Company Name is displayed with empty data

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Minimize Company Name field
3. Leave Company Name with test data
4. Click Next button
5. Verify is displayed

**Expected Result:** Validation error is shown","1. Navigate to app.vwo.com
2. Minimize Company Name field
3. Leave Company Name with test data
4. Click Next button
5. Verify is displayed",Validation error is shown,Negative,Null
TC-63,Verify API Integration - Enter Verification Code matches with expired session,Test Case,Medium,To Do,7,Web App,"API Integration,Use Case,Regression",Unassigned,QA Team,"Verify API Integration - Enter Verification Code matches with expired session

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Enter Verification Code field
3. Clear Verification Code with test data
4. Click Cancel button
5. Verify matches

**Expected Result:** Verification Code matches","1. Navigate to app.vwo.com
2. Enter Verification Code field
3. Clear Verification Code with test data
4. Click Cancel button
5. Verify matches",Verification Code matches,Use Case,Valid
TC-64,Verify Performance - Clear Answer is disabled with maximum characters,Test Case,Low,To Do,8,Web App,"Performance,Regression,Regression",Unassigned,QA Team,"Verify Performance - Clear Answer is disabled with maximum characters

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Clear Answer field
3. Leave Answer with test data
4. Select Next button
5. Verify is disabled

**Expected Result:** Answer is disabled","1. Navigate to app.vwo.com
2. Clear Answer field
3. Leave Answer with test data
4. Select Next button
5. Verify is disabled",Answer is disabled,Regression,Null
TC-65,Verify Cache - Delete Captcha is within range with trailing spaces,Test Case,Medium,To Do,2,Web App,"Cache,Boundary,Regression",Unassigned,QA Team,"Verify Cache - Delete Captcha is within range with trailing spaces

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Delete Captcha field
3. Fill in Captcha with test data
4. Submit Next button
5. Verify is within range

**Expected Result:** User is redirected to dashboard","1. Navigate to app.vwo.com
2. Delete Captcha field
3. Fill in Captcha with test data
4. Submit Next button
5. Verify is within range",User is redirected to dashboard,Boundary,Boundary
TC-66,Verify Icons - Select OTP is selected during network failure,Test Case,Low,To Do,7,Web App,"Icons,UI,Regression",Automation Team,QA Team,"Verify Icons - Select OTP is selected during network failure

**Precondition:** User is on app.vwo.com login/registration page

**Steps:**
1. Navigate to app.vwo.com
2. Select OTP field
3. Clear OTP with test data
4. Select Next button
5. Verify is selected

**Expected Result:** Validation error is shown","1. Navigate to app.vwo.com
2. Select OTP field
3. Clear OTP with test data
4. Select Next button
5. Verify is selected",Validation error is shown,UI,Valid
